epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,386.103,0.85257,0.47124,0.99176,0.98022,0.93695,0.98598,0.65014,1.28897,0.52577,1.25434,0.000924352,0.000924352,0.000924352
137,388.948,0.85562,0.47005,0.98423,0.9852,0.93814,0.98702,0.65644,1.24205,0.50898,1.21476,0.00091885,0.00091885,0.00091885
138,391.76,0.86571,0.47513,0.99948,0.9842,0.94036,0.98702,0.65191,1.23761,0.507,1.21554,0.000913349,0.000913349,0.000913349
139,394.585,0.839,0.46322,0.99221,0.98056,0.95091,0.98742,0.64845,1.24942,0.51155,1.23638,0.000907848,0.000907848,0.000907848
140,397.355,0.81103,0.45186,0.98526,0.97557,0.95212,0.98704,0.64152,1.25148,0.51249,1.2395,0.000902347,0.000902347,0.000902347
141,400.168,0.84036,0.46597,0.99483,0.97192,0.96199,0.98759,0.64771,1.26747,0.51733,1.24956,0.000896846,0.000896846,0.000896846
142,402.935,0.87594,0.47175,1.02227,0.95772,0.97613,0.98819,0.64816,1.26122,0.51361,1.24482,0.000891345,0.000891345,0.000891345
143,405.728,0.86862,0.47438,1.00462,0.94963,0.98724,0.99037,0.64432,1.28914,0.51196,1.27521,0.000885844,0.000885844,0.000885844
144,408.526,0.86145,0.48237,1.01541,0.95975,0.99035,0.99022,0.64935,1.28979,0.51276,1.25528,0.000880343,0.000880343,0.000880343
145,411.393,0.83704,0.46372,0.99436,0.96163,0.96782,0.98968,0.65042,1.32092,0.52041,1.27221,0.000874842,0.000874842,0.000874842
146,414.154,0.83634,0.4613,0.9849,0.97025,0.97921,0.99001,0.65573,1.2866,0.51087,1.25406,0.00086934,0.00086934,0.00086934
147,416.931,0.82109,0.45587,0.97971,0.97846,0.96957,0.99118,0.65719,1.2741,0.50511,1.24426,0.000863839,0.000863839,0.000863839
148,419.701,0.83902,0.46872,0.99299,0.97149,0.98485,0.99255,0.67588,1.25301,0.49003,1.22929,0.000858338,0.000858338,0.000858338
149,422.51,0.82229,0.44712,0.97316,0.94951,0.99235,0.99166,0.67744,1.22418,0.4827,1.21527,0.000852837,0.000852837,0.000852837
150,425.28,0.84175,0.46201,0.99778,0.95184,0.98724,0.98998,0.6658,1.23229,0.4904,1.22699,0.000847336,0.000847336,0.000847336
151,428.105,0.83735,0.45948,0.98309,0.96722,0.98043,0.99096,0.66784,1.25701,0.50786,1.22744,0.000841835,0.000841835,0.000841835
152,430.872,0.81028,0.44329,0.97969,0.95574,0.9826,0.98876,0.66184,1.26356,0.51415,1.23418,0.000836334,0.000836334,0.000836334
