epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,691.665,0.2666,0.20848,0.92861,0.998,1,0.995,0.995,0.18685,0.15323,0.74472,0.0007592,0.0007592,0.0007592
190,695.543,0.24511,0.20293,0.8901,0.99808,1,0.995,0.995,0.19736,0.16658,0.75581,0.0007526,0.0007526,0.0007526
191,699.731,0.23115,0.1956,0.90103,0.99809,1,0.995,0.995,0.18392,0.15649,0.75129,0.000746,0.000746,0.000746
192,703.768,0.24744,0.20714,0.90621,0.99817,1,0.995,0.995,0.18526,0.15322,0.75667,0.0007394,0.0007394,0.0007394
193,707.985,0.26777,0.23081,0.90846,0.99821,1,0.995,0.995,0.17352,0.14453,0.74857,0.0007328,0.0007328,0.0007328
194,712.002,0.23371,0.19192,0.91049,0.99822,1,0.995,0.99211,0.17932,0.15346,0.7533,0.0007262,0.0007262,0.0007262
195,716.53,0.23399,0.20695,0.91208,0.99823,1,0.995,0.995,0.17143,0.15159,0.74799,0.0007196,0.0007196,0.0007196
196,721.25,0.21968,0.19597,0.90735,0.99826,1,0.995,0.995,0.1659,0.13994,0.74358,0.000713,0.000713,0.000713
197,725.251,0.21875,0.18565,0.89922,0.99826,1,0.995,0.995,0.18072,0.14251,0.7549,0.0007064,0.0007064,0.0007064
198,729.293,0.23617,0.19076,0.90458,0.99825,1,0.995,0.99275,0.19422,0.14852,0.76754,0.0006998,0.0006998,0.0006998
199,733.565,0.2403,0.20271,0.89464,0.99824,1,0.995,0.995,0.20094,0.16134,0.76587,0.0006932,0.0006932,0.0006932
200,737.586,0.23061,0.18465,0.89437,0.99822,1,0.995,0.995,0.18061,0.15706,0.76228,0.0006866,0.0006866,0.0006866
201,741.466,0.24572,0.19828,0.9028,0.99821,1,0.995,0.99054,0.18113,0.15532,0.75882,0.00068,0.00068,0.00068
202,746.215,0.24748,0.19707,0.90902,0.9982,1,0.995,0.995,0.18609,0.15825,0.75475,0.0006734,0.0006734,0.0006734
203,750.067,0.22769,0.19968,0.90507,0.99822,1,0.995,0.995,0.17634,0.15513,0.75305,0.0006668,0.0006668,0.0006668
204,753.723,0.24988,0.19962,0.90436,0.99821,1,0.995,0.995,0.17933,0.14446,0.75901,0.0006602,0.0006602,0.0006602
205,757.252,0.24192,0.19758,0.9273,0.99823,1,0.995,0.99196,0.18472,0.15309,0.76359,0.0006536,0.0006536,0.0006536
206,761.077,0.23063,0.1899,0.92545,0.99816,1,0.995,0.995,0.18973,0.17417,0.76986,0.000647,0.000647,0.000647
207,765.028,0.22749,0.19826,0.90661,0.99819,1,0.995,0.9921,0.18148,0.1615,0.76056,0.0006404,0.0006404,0.0006404
208,768.826,0.21987,0.18294,0.88614,0.9982,1,0.995,0.99232,0.18649,0.16808,0.7579,0.0006338,0.0006338,0.0006338
209,771.915,0.22336,0.19716,0.89728,0.99819,1,0.995,0.995,0.18007,0.16093,0.75393,0.0006272,0.0006272,0.0006272
210,775.093,0.23604,0.20192,0.89519,0.99819,1,0.995,0.99249,0.18294,0.14898,0.76004,0.0006206,0.0006206,0.0006206
211,778.285,0.22243,0.2006,0.89955,0.9982,1,0.995,0.995,0.17353,0.14424,0.75343,0.000614,0.000614,0.000614
212,781.605,0.22824,0.1842,0.8967,0.99822,1,0.995,0.995,0.17226,0.13827,0.74728,0.0006074,0.0006074,0.0006074
213,784.958,0.25288,0.20779,0.91396,0.99823,1,0.995,0.995,0.16257,0.14156,0.73849,0.0006008,0.0006008,0.0006008
214,788.092,0.23847,0.21313,0.90877,0.99819,1,0.995,0.995,0.15813,0.12523,0.73523,0.0005942,0.0005942,0.0005942
215,791.247,0.22153,0.18359,0.8999,0.99821,1,0.995,0.995,0.1693,0.13476,0.73636,0.0005876,0.0005876,0.0005876
216,794.317,0.23858,0.19321,0.89458,0.99823,1,0.995,0.995,0.1555,0.1339,0.73325,0.000581,0.000581,0.000581
217,797.506,0.24448,0.20458,0.91465,0.9982,1,0.995,0.995,0.15425,0.13716,0.72933,0.0005744,0.0005744,0.0005744
218,800.704,0.22807,0.18382,0.90717,0.99816,1,0.995,0.995,0.1752,0.14324,0.73507,0.0005678,0.0005678,0.0005678
219,803.849,0.22256,0.17847,0.90204,0.99815,1,0.995,0.995,0.16766,0.13084,0.733,0.0005612,0.0005612,0.0005612
220,806.971,0.23546,0.18665,0.89803,0.99823,1,0.995,0.995,0.15751,0.12851,0.73402,0.0005546,0.0005546,0.0005546
221,810.161,0.22678,0.19148,0.89478,0.9982,1,0.995,0.995,0.157,0.12259,0.73464,0.000548,0.000548,0.000548
222,813.348,0.22562,0.18808,0.89654,0.99824,1,0.995,0.995,0.15576,0.12486,0.73502,0.0005414,0.0005414,0.0005414
